userName,score,content,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
lq giovanni,5,"halo kak, mau info kalo versi aplikasi yang sekarang malah untuk gofood nya kita konsumen ga bisa pake voucher2 yang resto sudah sediakan ya... di bagian sebelum kita klik pesan gaada kolom voucher... minta tolong di perbaiki ya kak... terimakasih. ditunggu updatenya 🙏😊",100,5.27.2,2025-08-13 10:01:30,,
SMOKOL TOP JAKARTA,5,bagus,0,5.27.2,2025-08-13 09:48:19,,
Aden Bagus,5,driver ok,0,5.27.2,2025-08-13 09:43:02,,
Sur Yana,5,pelayanan nya oke,0,5.27.2,2025-08-13 09:08:59,,
Arief Rahman Hakim,5,mantab,0,5.27.2,2025-08-13 08:46:32,,
yuza darma,5,baik,2,5.27.2,2025-08-13 08:43:12,,
Evi Setiani,5,"pemilihan rute baik,tau jalan",0,5.19.2,2025-08-13 08:18:43,,
Moftah Hudin,1,pke gopay udah taunan bagiyan daftar plester nya g bisa Mulu aplikasi g jelas udah pke gopay mahal g berguna gila masih ajah d tolok kapok gw pake aplikasi gopay enak pake dana peyleter nya g susah daftar nya bisa kecil juga dari pada gopay udah potongan tranper y gede d tambah daftar peyleter nya susah setengah mati aplikasi g guna,1,5.26.1,2025-08-13 08:12:53,"Hai Kak Moftah, mohon maaf atas kendala yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-225-0140-37149 di subjek email, ya. ^Maura",2025-08-13 08:40:43
Ardi,5,Alhamdulillah semoga selalu memberikan yg terbaik untuk customer dan drivernya,0,5.27.2,2025-08-13 07:57:21,,
Aldi Saputro,1,"banyak driver minta cencel, kadang minta bayar lebih, dan cancel nya gak cuma satu dua kali dalam sekali order terutama gocar terutama kalo pagi. ini di daerah kulon progo kecewa berat sama gojek",0,5.27.2,2025-08-13 07:47:55,"Hai Kak Aldi, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Maura",2025-08-13 07:32:07
Tabita Rere,5,bagus banget,0,,2025-08-13 07:37:02,,
Rita Rita,5,mantap,0,5.20.1,2025-08-13 07:25:52,,
Yus Yus,1,"kata driver nya saat hujan atau hujan agak redah pengambilan nya jauh dan kalau tidak lekas sampai resto apa lagi kena macet tercancel sistem,,,,apa lagi dobel order jika resto belum siapin saat pengambilan jauh kata driver nya membuat semakin lama customore nunggu nya dan sedangkan kita bayar 22 rb ke driver hanya masuk 7200/8000 doang mangkaknya jasa pelayanan driver buruk karena sama gojek yang kita bayar ongkir nya sebesar itu ternyata masuk ke driver cuman segitu sungguh kejam orang cina",0,5.26.1,2025-08-13 07:13:00,"Hai Kak Yus, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-08-13 07:34:23
Egi Wijaya,5,ok,0,5.18.2,2025-08-13 07:06:44,,
Asep Suryana,1,tarif yang sangat mahal,0,5.27.2,2025-08-13 07:02:04,"Mohon maaf atas ketidaknyamanannya, Kak Asep. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-08-13 07:33:04
Sabree 02,2,"Ada pengumpulan koin sekarang tiap hari, tapi hari ketujuh bukannya dapet 1000koin malah jadi kembali ke hari pertama, 100koin. Kl ga mau ngasih 1000koin ya jangan ditampilkan 1000nya. Uda kl mau chat CS lewat aplikasi hanya ada 2 pilihan, akun dibekukan dan mengubah informasi akun. Mana pilihan bicara dengan CS nya?kl akhirnya saya asal klik salah satu dr 2pilihan tadi (akun dibekukan/ubah informasi akun) jawabannya dr cs gojeknya template dan ga mengijinkan pengguna memperjelas masalah",47,5.27.2,2025-08-13 06:50:40,"Hai Kak, mohon maaf atas kendalanya. Pastikan sinyal internet bagus dan sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih mengalami kendala, silakan laporkan detail masalahnya dengan cara klik https://gjk.id/ErrorApps di ponsel mu, cantumkan kode psr-23-279-1208-080077 pada kolom 'Ceritakan lebih lanjut'. ^Ve",2023-10-06 19:08:40
Ahmad Suyatna,5,sangat membantu,0,,2025-08-13 06:28:21,,
Wibowo Jaulian satrio,5,Alhamdulillah solusi cepat cari kendaraan,0,,2025-08-13 06:19:30,,
Rafy bustomi Ahmad,3,aduh yang bener aja dapet driver jaraknya 5km,0,5.27.2,2025-08-13 06:10:42,"Mohon maaf ya, Kak Rafy. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-08-13 06:47:46
Hendar Skytree,5,tranportasi online paling aman dan cepat👍,0,5.28.1,2025-08-13 06:08:24,,
dilann Jamesss,1,"jelek, mahal, harga gak stabil jangan pake aplikasi ini, pakai grab aja.",1,5.26.1,2025-08-13 06:03:14,"Mohon maaf, Kak Dilan, biaya layanan bersifat dinamis karena berbagai faktor yg mempengaruhi keseimbangan layanan, seperti supply & demand, kondisi cuaca, kemacetan, & lainnya. Namun, Gojek selalu memastikan tarif tetap bersaing transparan dengan menampilkan harga di aplikasi sebelum pemesanan, serta menghadirkan promo agar tetap terjangkau.^Maura",2025-08-13 06:46:40
bobi ai,5,Bagus,0,5.14.2,2025-08-13 05:58:39,,
Reno Aa,5,sangat puas,0,5.26.1,2025-08-13 05:53:45,,
Suprihana Cakrawiharja,3,waktu pesan gojek sepeda motor ternyata yang hadir ojek wanita saya batalkan alasan bukan mukhrim,0,,2025-08-13 05:36:48,"Hai Kak Suprihana, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-08-13 06:44:16
Aris Jumadi,5,Payah,0,5.27.2,2025-08-13 05:26:52,,
Rizky Zaelan,1,niatnya pengen nyaman malah kagak,0,5.27.2,2025-08-13 04:57:16,"Hai Kak Rizky, mohon maaf atas ketidaknyamanannya. Laporan yang disampaikan akan menjadi masukan kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Kendaraan driver yang saya tumpangi kurang nyaman"" pada kolom pencarian ya. ^Maura",2025-08-13 06:42:36
ucok,1,argo naik motor 1 orang 55rb . naik mobil 4 orang 65 ngk ada otak yg yg bikin tarif. kasihan driver mobil.,0,,2025-08-13 04:14:27,"Mohon maaf atas ketidaknyamanannya, Kak Ucok. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-08-13 06:40:17
Soni Setiawan18,3,"untuk kendaraan mohon di tampilkan nama kendaraan nya juga seperti grab, jangan hanya plat nomor nya saja",0,5.27.2,2025-08-13 04:02:02,"Hai Kak Soni, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-08-13 06:39:09
muhammad rizky,3,"Tolong dong motor yabg masuk ke kategori goride comfort itu motor yang emang motor besar, seperti PCX atau NMAX dan sejenisnya. Saya baru aja kejadian kecelakaan ringan (12 Agustus 2025) dikarenakan ban motor yang slip ketika akan berjalan dikarenakan motor yang saya dapat itu jenisnya vario (motor kecil). saya pesan goride comfort karena tubuh saya big size, tapi kok malah dapat motor kecil seperti itu sihhhhhhhh 😡🤬🤬🤬🤬🤬🤬🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯",3,5.27.2,2025-08-13 02:48:45,"Hai Kak Muhammad, mohon maaf atas ketidaknyamanannya. Laporan yang disampaikan akan menjadi masukan bagi kami untuk meningkatkan kualitas layanan ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Kendaraan driver yang saya tumpangi kurang nyaman"" pada kolom pencarian ya. ^Maura",2025-08-13 06:37:50
Aji Gunawan,1,kebanyakan update oy ampir tiap minggu ada update terus,0,5.26.1,2025-08-13 02:46:40,"Hai Kak Aji, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-08-13 06:35:25
Bro Din,1,"sebenarnya sudah lama gak pake GO-F👎👎D ,hari ini coba pesen makanan jam 1:00 setelah 30menit coba dicancel tapi tak bisa,disuruh nunggu sesuai waktu yg disediakan lalu dpt driver jam 1:50, satu jam cuma nunggu cari driver,iya klo posisi kerja standby di satu tempat,kalau kerjanya seperti saya yg selalu pindah2 tempat masa iya harus nunggu makanan sampe 1 jam,ditinggal kasihan resto dan drivernya,g ditinggal kerjaan saya yg jd korban.Payaah👎,kapok bos.👎",0,5.27.2,2025-08-13 02:45:14,"Mohon maaf ya, Kak @Bro Din. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-08-13 06:34:01
Winzi,1,akun gw masih di blok,0,5.26.1,2025-08-13 02:31:29,"Hai, Kak Winzi. Mohon maaf atas kendala yang kamu alami. Saat kesulitan login dan kamu sudah memastikan koneksi internet stabil serta sudah coba secara berkala, silakan klik ikon ""?"" di halaman login Gojek > lalu pilih kategori ""Tidak bisa masuk ke akun Gojek"" dan pilih artikel sesuai masalah yang kamu alami. ^Maura",2025-08-13 06:32:29
Sifa Togari,2,kenapa GoCar skarang kaya gini. emang masuk jln tol harus bayar pr kilo . jadi mahal banget sangat mengecewakan. apakah ini permainan driver nya apa gimana. saya sangat kecewa,0,,2025-08-13 02:19:26,"Hai kak Sifa, mohon maaf atas ketidaknyamanannya. Untuk biaya tol/parkir akan muncul di akhir tagihan saat kakak melakukan order ya. Jika tidak sesuai, silakan laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Saya dikenakan ongkos tol/parkir"" pada kolom pencarian. Kami akan membantumu. ^Maura",2025-08-13 06:30:49
Abdurrahim Malabar,5,terbaik,0,5.27.2,2025-08-13 01:44:08,,
abi sa,1,apk pendo gjls gofoodnya,0,,2025-08-13 00:53:29,"Hai Kak Abi, mohon maaf ya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-08-13 06:29:12
raffa hafiez,5,Driver Gojek The Best,0,5.27.2,2025-08-13 00:49:47,,
Reka Maul,5,"sangat membatu sekali dengan ada nya gojek,pengiriman tepat dan cepat",0,5.27.2,2025-08-12 23:52:32,,
William Medan,5,gojek sangat bagus,0,5.26.1,2025-08-12 23:35:48,,
ALDOZ PP,1,"udah di titik paling muak ama gopay, setiap transaksi mesti ada aja kendala nya, yang aktifitas mencurigakan lah, padahal gak ngapa ngapain, mana proses pengecekan nya lama, di tanya lewat email juga lama banget gak beles balesw",20,5.28.1,2025-08-12 23:01:50,"Hai Kak Aldoz, mohon maaf atas ketidaknyamanannya. Terkait hal tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-224-1645-22342 pada subject email dan ceritakan kembali detail permasalahannya agar tim kami bisa bantu cek lebih lanjut ya. ^Melisa",2025-08-12 23:45:33
Dilla Pratiwi,5,mantap.,0,5.27.2,2025-08-12 22:53:06,,
Adhitya Chitra,5,mempermudah KLO kita mau bepergian... transaksi jg mudah,0,,2025-08-12 22:48:38,,
Asep Ozenk,5,Apk Sangat bagus sangat membantu sekali Untuk keperluan sehari hari,0,,2025-08-12 22:47:55,,
maisara premium yessi,4,Mempermudah semua urusan orang,0,,2025-08-12 22:38:47,,
anky franky,5,ok,0,5.25.1,2025-08-12 22:30:54,,
Ini Siapa,1,"aplikasi terkenal loh ini, sekelas gojek, tp adminnya menagih dengan mengancam akan menghabiskan seluruh keluarga saya wkwk, padahal belum telat, H-1 tanggal pembayaran sampe segitunya ya gojek, hati"" yang mau pake gopay pinjam/ paylater di aplikasi gojek, saya sangat kaget yaa, kok bisa aplikasi gojek seperti ini, sudah kelewatan",0,,2025-08-12 21:58:27,"Hai Kak, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika yang kamu maksudkan terkait GoPay Later dan memiliki pertanyaan lainnya, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id. ^Melisa",2025-08-12 22:28:14
sandra irawati,5,bagus cepat tanggap,0,5.27.2,2025-08-12 21:25:52,,
Paqih Tri Yanuar,1,ribet sekali kalo mau kirim barang gak bisa kirim nomer hp di bagian chatnya,2,5.27.2,2025-08-12 21:15:20,"Hai Kak Paqih, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melisa",2025-08-12 22:24:56
Erika Kellie,1,"beberapa kali saya pesan ketika cuaca sedang hujan. saya pesan gofood. oke lah kalau masih hujan tidak dapat driver. pesanan saya akhirnya digantung menunggu driver. tapi sampai satu jam lebih saya menunggu, tidak ada konfirmasi. saya harap aplikasi ini dapat diperbaiki. kenapa setiap selesai hujan, sulit sekali melakukan pemesanan. kasian orang yang nunggu makanan kelaparan dan sulit untuk batalkan pesanan yang terlanjur dibuat.",3,5.27.2,2025-08-12 21:15:11,"Mohon maaf atas kendalanya, Kak Erika. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 22:23:47
Gunawan Reza,1,"order Makanan dari magrib sampe sekarang gak dapet-dapet driver, udah nya gak bisa di batalin lagi aneh suruh nungguin sampe dapet driver mending jalan sndri gak sampe 3 jam nunggu",0,5.27.2,2025-08-12 21:11:40,"Mohon maaf atas kendalanya, Kak Gunawan. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 22:22:09
Muhammad Gio,5,"mantap kualitas oke, kecepatan top buroq",0,,2025-08-12 20:57:17,,
MANBLM NBV,1,suka lambat jangan instan,0,,2025-08-12 20:49:43,"Hai Kak @MANBLM, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi GoPay kamu atau email ke customerservice@gopay.co.id. ^Melisa",2025-08-12 22:20:49
Dyo Tri,1,krim paket LAMAAAAAAA TDK DAPAT DRIVER PAYAH,0,5.6.1,2025-08-12 19:53:17,"Mohon maaf atas kendalanya, Kak Tri. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 22:17:47
Sarboah Cantik,5,mksh sy puas bngt sama playann driver ny,0,5.27.2,2025-08-12 19:50:21,,
m.akbar.f,1,"akun saya tidak mau terhapus karena diminta menunggu, dan sudah ditunggu 10 jam tetap tidak terhapus",0,,2025-08-12 19:37:38,"Hai Kak Akbar, kami akan sangat bersedih apabila kamu ingin menghapus akun Gojek-mu. Jika kamu memiliki kendala saat menggunakan aplikasi Gojek, silakan kunjungi halaman Bantuan di aplikasi Gojek-mu dulu dan cari artikel sesuai kendalamu di kolom pencarian, ya. Kami harap kamu menemukan solusinya. ^Melisa",2025-08-12 22:15:04
Sabil,1,"kecewa, driver gojek udh gk demen sama 10 ribu.. saya nunggu 30 menittt Gk dapet apa-apa.",0,5.27.2,2025-08-12 19:29:53,"Mohon maaf atas kendalanya, Kak Sabil. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 22:13:52
Rani R,1,"Ko ya makin kesini sekarang makin ga jelas ya ? Kirim paket suru nunggu 30menit, bgtu dapat masih nunggu lagi 30menitan, yg instan pun susah nya minta ampun, kita itu bayar loh, customer perlu pelayanan yg baik jg, bukan kita yg slalu ngertiin maunya aplikasi, Terima Kasih",3,5.24.2,2025-08-12 19:26:19,"Mohon maaf atas kendalanya, Kak Rani. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 22:12:41
Dwi Wahyuni,1,"klo pesen gojek motor lama bgt udh gitu keganti otomatis, kya ga butuh duit driver gojeknya udh berkali2 begitu, abis keganti otomatis trs dpt driver baru lg sama aja mana lama responnya, ujung²nya keganti lg, cape bgt!!!!",0,4.80.4,2025-08-12 19:16:29,"Hai Kak Dwi, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Melisa",2025-08-12 22:11:02
Suriani Anggono,5,Gojek rider harga murah ramah di kantong servis ok,0,5.26.1,2025-08-12 19:15:46,,
Fasni Mubarok,1,saya ingin naik gojek go ride tapi gk bisa gara gara gojek saya tidak bisa solat solat nya selalu terlambat dan khoqo saya ingin gojek nanti di akherat tanggung jawab untuk amal saya gara gara ketinggalan terimakasih 🙏,0,,2025-08-12 19:13:42,"Hai Kak Fasni, mohon maaf atas ketidaknyamanannya. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Driver menjemput terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Melisa",2025-08-12 22:09:39
Okta Viola,5,mantap,0,5.27.2,2025-08-12 19:06:52,,
Adhe Safutra,5,Yamaha semakin didepan bersama GOJEK 👍 GASSPOLL,0,5.27.2,2025-08-12 19:01:06,,
Randy Raymond,5,Parah... Tau2 logout sendiri. Tau2 di suspend. Gw mah kamsia kl kaga mau dibayar paylaternya. Padahal rajin bayar sampai limit naik. Tau2 suspend...,0,5.27.2,2025-08-12 18:59:28,,
Calissta Kaila,5,"sangat membantu saat berhalangan mengantar atau menjemput anak sekolah, alhamdulillah selalu dapat driver yang baik dan sabar",0,,2025-08-12 18:57:42,,
Piar Oneto,5,the best,0,5.27.2,2025-08-12 18:57:01,,
Efi Rimawati,5,good,0,5.27.2,2025-08-12 18:50:50,,
Winda Widiastuti,2,dpt drivernya lama bgt padahal jaraknya deket gmn si,0,5.26.1,2025-08-12 18:40:59,"Hai Kak Winda, mohon maaf atas ketidaknyamanannya. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Driver menjemput terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Melisa",2025-08-12 21:22:37
Harun Arrasyid,1,terakhir gw ini pake gojek nyari driver jauh semua gofood sering telat ini fatal untuk yg terkahir kali gofoodnya lama bnget goodby gojek,0,,2025-08-12 18:39:41,"Hai Kak Harun, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Saya menunggu pengiriman terlalu lama"" pada kolom pencarian ya. ^Melisa",2025-08-12 21:20:18
sandy moto,1,"aplikasi jelek, cuma mentingin laba aj. nyusahin customer,tiap hujan sangat susah cari driver",0,4.33.1,2025-08-12 18:26:11,"Mohon maaf atas kendalanya, Kak Sandy. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 21:19:07
Diva Saharani,5,kreasi amak bangsa gitu loh,0,5.26.1,2025-08-12 18:17:18,,
Nana Sumhana,5,mudah,0,5.27.2,2025-08-12 18:13:18,,
The Deep,1,penyedia jasa layanan tapi layanan buruk selalu ngasih driver yang jarak nya jauh banget padahal yang deket² banyak,0,,2025-08-12 17:56:55,"Mohon maaf atas kendalanya, Kak @The Deep. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 21:10:35
Rahayu Meti,2,"parahhhh tiap hujan harga naik bnget, nyari driver susah, blum drama driver drop penumpang, gojek motor gak ada yg nerima padahal huja reda harga naik gak ngotak tapi pelayanan sangat lambat",0,5.26.1,2025-08-12 17:55:12,"Mohon maaf atas kendalanya, Kak Rahayu. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 21:09:32
Syamil Rivandi,1,lama mencari driver setelah hujan,0,5.27.2,2025-08-12 17:41:56,"Mohon maaf atas kendalanya, Kak Syamil. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 21:05:50
stokriper,1,"dapet driver ga bener di chat ga di bales, udah nunggu lama tapi ga nyampe nyampe",0,,2025-08-12 17:41:38,"Hai Kak @stokriper, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver tidak bisa dihubungi"" pada kolom pencarian ya. ^Melisa",2025-08-12 21:04:50
YaYat Suhiyat Aditia,4,mantap,0,5.27.2,2025-08-12 17:37:39,,
Dwi Purnomo,1,"kalo ujan ngapa susah bt si pada ambil nya, mager apa gimana?",0,5.27.2,2025-08-12 17:35:08,"Mohon maaf atas kendalanya, Kak Will. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 21:03:42
Riea Rasyid,5,pokoknya mantap dapat promo terus,0,5.27.2,2025-08-12 17:34:05,,
Jeffry Ikal1894,1,"Satu kata buat customer servisnya,(BAD)",0,,2025-08-12 17:30:54,"Hai Kak Jeffry, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika masih berkendala, silakan laporkan ke email customerservice@gopay.co.id dengan kode psr-25-224-1401-42046 di subject email. Kami tunggu detail laporan kamu ya. ^Melisa",2025-08-12 21:01:52
irma tresnasari,5,"terima kasih, sangat membantu",0,,2025-08-12 17:27:35,,
Na Wati,5,kenapa tifak bisa menrima akses,0,5.27.2,2025-08-12 17:26:28,,
Suci Indriani,4,gocar skrg pd ga butuh uang ya suka bgt tbtb cancel,0,5.27.2,2025-08-12 17:26:01,,
Ha яу,5,sangat membantu,0,5.26.1,2025-08-12 17:18:00,,
Wilda Yanti,1,Heran banget sama aplikasi ini padahal cuman gerimis tapi susah banget dapet drivernya disuruh aktifin pencairan cepat juga sama gaada hasilnya,0,,2025-08-12 17:09:27,"Mohon maaf atas kendalanya, Kak Wilda. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 20:30:54
anak soleh,1,"gojeg lama"" pelayanannya ngak banget jelas order gocar XL buat ber 6 ya walpun saya cuma ber 4 biar agak legaan e e e e yang Dateng Karimun kecil bngt akhirnya desek""an trus bedanya go car XL dengan yg biasa itu apa pdhl sudah ada tulisannya untuk berpa orang dan ongkos nya lebih mahal yg XL pdhl trus pesen lagi co gar XL lagi pesenya. eehh sama Bapak drivernya dichat berpa orang yaa kak pdhl kan harusnya sudah disiapkan untuk berpa orangnya kan sudah ada go car biasa dengan yg XL bikin kapo",0,5.27.2,2025-08-12 17:08:00,"Hai Kak, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Kendaraan driver yang saya tumpangi kurang nyaman"" pada kolom pencarian ya. ^Melisa",2025-08-12 20:25:42
Aldy 208,1,lama sekali saat pesan ketika hujan,0,5.27.2,2025-08-12 17:06:00,"Mohon maaf atas kendalanya, Kak Aldy. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 20:23:15
